,Price,Area,Location,BHK,New/Resale,Gymnasium,Lift Available,Car Parking,24x7 Security,Clubhouse,Swimming Pool
0,62.0,400,Airoli,1,0,0,1,1,1,0,0
2,149.0,1245,Airoli,2,1,0,1,1,0,0,0
3,140.0,1183,Airoli,2,1,1,1,1,1,1,1
4,148.0,1245,Airoli,2,0,0,1,1,1,0,0
5,64.0,495,Airoli,1,0,0,0,0,0,0,0
7,75.0,600,Airoli,1,0,0,1,0,1,1,0
8,75.0,600,Airoli,1,0,0,1,0,0,0,0
9,76.0,650,Airoli,1,0,0,0,0,0,1,1
10,65.0,650,Airoli,1,0,0,1,0,0,0,0
11,95.0,780,Airoli,1,0,1,1,0,0,0,0
12,66.0,640,Airoli,1,0,0,1,0,0,0,0
13,78.0,660,Airoli,1,0,0,0,0,0,0,0
14,78.0,660,Airoli,1,0,0,1,0,0,0,0
15,59.0,666,Airoli,1,0,0,0,0,0,0,0
16,70.0,700,Airoli,1,0,0,1,0,0,0,0
17,70.0,680,Airoli,1,0,0,0,0,0,0,0
19,61.0,650,Airoli,1,0,0,0,0,0,0,0
20,75.0,675,Airoli,1,0,0,1,0,1,1,0
21,70.0,600,Airoli,1,0,0,0,0,0,0,0
23,84.0,660,Airoli,1,0,0,0,0,0,0,0
24,73.0,600,Airoli,1,0,0,1,0,0,0,0
25,38.74,730,Ambernath East,1,1,0,1,1,1,0,0
26,22.25,595,Ambernath East,1,1,0,1,1,1,0,0
31,23.0,650,Ambernath East,1,1,1,1,0,0,1,0
33,28.0,690,Ambernath East,1,1,1,1,0,0,1,0
34,36.5,725,Ambernath East,1,1,1,1,1,1,1,1
35,31.0,827,Ambernath East,1,1,1,1,1,1,1,0
36,23.74,634,Ambernath West,1,1,1,1,1,1,1,0
38,28.36,709,Ambernath West,1,1,0,1,0,0,0,0
39,31.88,797,Ambernath West,1,1,0,1,0,0,0,0
40,25.2,630,Ambernath West,1,1,0,1,0,0,0,0
41,25.76,644,Ambernath West,1,1,0,1,0,0,0,0
42,28.36,709,Ambernath West,1,1,0,1,0,0,0,0
43,25.2,630,Ambernath West,1,1,0,0,0,0,0,0
44,25.76,644,Ambernath West,1,1,0,0,0,0,0,0
45,30.64,766,Ambernath West,1,1,0,1,0,0,0,0
46,31.88,797,Ambernath West,1,1,0,1,0,0,0,0
47,180.0,1100,Andheri,2,0,1,1,1,1,1,1
48,140.0,1000,Andheri,2,0,1,1,1,1,1,1
49,300.0,1480,Andheri,3,0,0,1,1,1,1,0
50,175.0,650,Andheri,1,0,1,1,1,1,0,0
51,653.0,3025,Andheri,4,1,1,1,1,1,1,1
52,240.0,1000,Andheri,2,0,0,0,1,1,0,0
53,294.0,1450,Andheri,3,1,1,1,1,1,1,1
54,222.0,900,Andheri,3,1,0,1,1,1,0,0
55,153.0,1040,Andheri,2,1,1,1,1,1,1,1
60,168.0,922,Andheri East,2,0,1,1,1,1,1,1
61,175.0,1050,Andheri East,1,0,1,1,1,1,1,1
62,165.0,1020,Andheri East,1,0,1,1,1,1,1,1
66,140.0,650,Andheri East,2,0,0,0,1,1,0,0
67,110.0,620,Andheri East,1,0,1,1,1,1,1,1
69,315.0,1356,Andheri East,3,0,1,1,1,1,1,1
71,250.0,1356,Andheri East,2,0,0,1,1,1,1,0
73,135.0,750,Andheri East,2,0,0,0,0,0,0,0
74,135.0,750,Andheri East,2,0,1,1,0,0,0,1
76,220.0,1000,Andheri East,2,0,0,1,0,0,0,0
78,135.0,550,Andheri East,1,0,0,0,0,0,0,0
79,100.0,600,Andheri East,1,0,0,1,0,0,0,0
80,165.0,850,Andheri East,2,0,0,1,0,0,0,0
82,212.0,859,Andheri East,3,1,1,1,1,1,1,1
83,300.0,1200,Andheri East,3,0,1,1,1,1,1,1
84,310.0,1300,Andheri East,3,0,1,1,1,1,1,1
85,154.0,670,Andheri East,2,1,1,1,1,1,1,1
86,190.0,890,Andheri East,3,1,1,1,1,1,1,1
87,220.0,1100,Andheri East,3,1,1,1,1,1,1,1
93,90.0,560,Andheri East,1,0,0,1,0,0,0,0
95,85.0,550,Andheri East,1,0,0,0,0,0,0,0
96,85.0,550,Andheri East,1,0,0,0,0,0,0,0
97,95.0,650,Andheri East,1,0,1,1,1,1,1,1
98,155.0,850,Andheri East,2,0,1,1,1,1,1,1
100,500.0,2500,Andheri East,6,0,0,1,0,0,0,0
101,169.0,850,Andheri East,2,0,0,1,0,0,0,0
102,150.0,700,Andheri East,2,0,0,0,0,0,0,0
103,125.0,802,Andheri East,1,0,1,1,0,1,1,1
104,140.0,652,Andheri East,1,0,0,0,0,0,0,0
105,250.0,1350,Andheri East,2,0,0,0,0,0,0,0
106,140.0,650,Andheri East,1,0,0,0,0,0,0,0
107,185.0,1020,Andheri East,2,0,0,1,0,0,0,0
108,210.0,1050,Andheri East,2,0,1,1,1,1,1,1
109,365.0,1950,Andheri East,3,0,0,0,0,0,0,0
110,124.0,650,Andheri East,1,0,0,0,0,0,0,0
112,115.0,720,Andheri East,1,0,1,1,1,1,1,1
113,180.0,900,Andheri East,2,1,1,1,0,0,0,0
114,48.0,250,Andheri East,1,0,1,1,1,1,1,1
115,100.0,475,Andheri East,1,0,0,0,0,0,0,0
117,1100.0,3300,Andheri West,4,1,0,0,0,0,0,0
118,285.0,997,Andheri West,2,1,0,1,1,1,0,0
119,550.0,1950,Andheri West,3,1,1,1,1,1,1,1
120,2200.0,7600,Andheri West,5,0,1,1,0,0,1,1
121,240.0,1000,Andheri West,2,0,0,0,1,1,0,0
122,270.0,1361,Andheri West,2,0,0,1,0,1,0,1
124,650.0,2450,Andheri West,4,0,1,1,1,1,1,1
125,180.0,1006,Andheri West,2,1,1,1,1,1,1,1
127,1199.0,3140,Andheri West,3,1,1,1,1,1,1,1
128,924.0,3080,Andheri West,3,1,1,1,1,1,1,1
129,1134.0,3780,Andheri West,4,1,1,1,1,1,1,1
130,1395.0,4650,Andheri West,5,1,1,1,1,1,1,1
133,255.0,1400,Andheri West,2,1,1,1,1,1,1,1
134,185.0,650,Andheri West,1,0,0,0,0,0,0,0
135,200.0,650,Andheri West,2,0,0,1,0,0,0,0
136,197.0,800,Andheri West,2,1,1,1,1,1,1,1
137,182.0,750,Andheri West,2,1,1,1,1,1,1,1
138,179.0,750,Andheri West,2,1,1,1,1,1,1,1
143,240.0,960,Andheri West,2,0,0,1,0,0,0,0
145,340.0,1166,Andheri West,3,1,1,1,1,1,1,1
146,220.0,788,Andheri West,3,1,0,0,0,0,0,0
147,220.0,788,Andheri West,3,1,1,1,0,0,1,1
148,250.0,790,Andheri West,2,1,1,1,1,1,1,1
149,364.0,1193,Andheri West,3,1,1,1,1,1,1,1
150,265.0,1250,Andheri West,2,0,1,1,0,1,1,1
151,160.0,800,Andheri West,2,0,0,0,0,1,1,1
152,1100.0,3000,Andheri West,4,1,1,1,0,0,1,1
153,217.0,707,Andheri West,2,1,1,1,0,1,1,1
154,277.99999,944,Andheri West,3,1,1,1,0,1,1,1
155,260.0,923,Andheri West,2,1,1,1,0,0,0,0
156,222.0,930,Andheri West,2,1,1,1,0,0,1,1
157,252.0,1250,Andheri West,2,0,1,1,0,1,1,1
158,105.0,420,Andheri West,1,1,1,1,1,1,1,1
159,146.0,586,Andheri West,2,1,1,1,1,1,1,1
161,670.0,2500,Andheri West,4,0,1,1,1,1,1,1
163,300.0,1450,Andheri West,2,0,1,1,1,1,1,1
164,390.0,1147,Andheri West,3,1,1,1,0,1,1,1
165,209.0,667,Andheri West,2,1,1,1,1,1,1,1
166,590.0,2250,Andheri West,3,0,1,1,0,1,1,1
167,380.0,1350,Andheri West,2,0,1,1,0,1,1,1
168,220.0,1250,Andheri West,2,0,1,1,0,0,1,1
169,230.0,1250,Andheri West,2,0,1,1,0,0,1,1
171,240.0,1300,Andheri West,2,0,1,1,1,1,1,1
172,280.0,1003,Andheri West,2,1,1,1,1,1,1,1
173,317.0,1166,Andheri West,2,1,1,1,1,1,1,1
174,390.0,1509,Andheri West,3,1,1,1,1,1,1,1
175,250.0,1250,Andheri West,2,0,1,1,0,0,1,1
176,515.0,1640,Andheri West,3,0,0,0,0,0,0,0
177,250.0,1100,Andheri West,2,0,1,1,0,0,1,1
182,232.0,1264,Andheri West,2,1,1,1,1,1,1,1
183,232.0,1264,Andheri West,2,1,1,0,1,1,1,1
184,330.0,944,Andheri West,3,1,1,0,0,1,0,0
185,250.0,713,Andheri West,2,1,1,0,0,1,0,0
186,248.0,708,Andheri West,2,1,1,0,0,1,0,0
187,215.0,1100,Andheri West,2,0,1,1,1,1,0,1
188,222.0,926,Andheri West,2,1,1,1,0,0,0,0
189,199.0,934,Andheri West,2,1,1,1,1,1,1,1
190,222.0,960,Andheri West,2,0,1,1,0,0,1,1
191,222.0,810,Andheri West,2,1,1,1,0,0,1,1
193,222.0,890,Andheri West,2,1,1,1,0,0,0,0
194,475.0,1632,Andheri West,3,0,1,1,0,0,1,1
195,305.0,1250,Andheri West,2,0,1,1,1,1,1,1
196,329.0,1250,Andheri West,2,1,1,1,0,1,1,1
197,260.0,1250,Andheri West,2,1,1,1,1,1,1,1
200,190.0,900,Andheri West,2,1,1,1,0,0,1,1
201,550.0,2050,Andheri West,4,1,1,1,0,1,1,1
203,255.0,1200,Andheri West,2,0,1,1,1,1,1,0
204,700.0,2400,Andheri West,4,0,1,1,0,1,1,1
209,280.0,1250,Andheri West,2,1,1,1,1,1,1,1
211,400.0,1500,Andheri West,3,0,0,1,0,0,0,0
212,217.0,954,Andheri West,2,1,1,1,0,1,1,1
215,160.0,650,Andheri West,1,0,0,1,0,0,0,0
216,195.0,1000,Andheri West,2,0,0,1,0,0,0,1
217,150.0,650,Andheri West,1,0,0,0,0,0,0,0
218,150.0,650,Andheri West,1,0,0,0,0,0,0,1
219,300.0,1195,Andheri West,2,0,0,1,0,0,0,0
220,465.0,1250,Andheri West,3,1,1,1,1,1,1,1
221,335.0,912,Andheri West,2,0,0,1,0,0,0,0
222,240.0,660,Andheri West,2,0,0,0,0,0,0,0
223,225.0,1050,Andheri West,2,0,1,1,0,1,1,1
225,800.0,2590,Andheri West,5,0,0,1,0,0,0,0
226,400.0,1295,Andheri West,3,0,0,0,0,0,0,0
228,225.0,1040,Andheri West,2,0,0,0,0,0,0,0
229,230.0,950,Andheri West,2,0,0,1,0,0,0,0
230,235.0,1100,Andheri West,2,0,0,0,0,0,0,0
231,225.0,768,Andheri West,2,0,0,0,0,0,0,0
232,225.0,768,Andheri West,2,0,1,1,0,0,0,1
234,20.05,575,Badlapur,1,1,0,1,1,1,0,0
235,21.7,505,Badlapur,1,1,1,1,1,1,1,1
236,26.25,675,Badlapur,1,1,1,1,1,1,0,0
237,21.64,571,Badlapur,1,1,0,1,1,1,0,0
238,25.34,642,Badlapur,1,1,0,1,1,1,0,0
239,28.65,675,Badlapur East,1,1,0,1,1,1,0,0
240,26.0,500,Badlapur East,1,0,0,1,1,0,0,0
241,25.65,675,Badlapur East,1,1,0,1,1,1,1,0
244,26.0,660,Badlapur East,1,1,1,1,1,1,1,1
245,26.5,660,Badlapur East,1,1,1,1,1,1,1,1
247,28.15,710,Badlapur East,1,1,1,1,0,1,1,1
251,27.5,730,Badlapur East,1,1,1,1,0,0,1,1
252,22.5,610,Badlapur East,1,1,1,1,0,0,1,1
253,22.5,655,Badlapur East,1,0,1,1,0,0,1,0
255,23.99,700,Badlapur East,1,1,1,1,1,1,1,1
256,21.9,655,Badlapur East,1,1,0,1,0,0,0,0
259,26.0,510,Badlapur East,1,1,1,1,1,1,1,1
260,35.65999,703,Badlapur East,2,1,1,1,1,1,1,1
261,42.67,841,Badlapur East,2,1,1,1,1,1,1,1
262,44.27,873,Badlapur East,2,1,1,1,1,1,1,1
263,38.72,762,Badlapur East,2,1,1,1,1,1,1,1
264,31.25,615,Badlapur East,1,1,1,1,1,1,1,1
265,27.25,535,Badlapur East,1,1,1,1,1,1,1,1
266,38.11999,750,Badlapur East,2,1,1,1,1,1,1,1
267,40.52,798,Badlapur East,2,1,1,1,1,1,1,1
268,29.5,580,Badlapur East,1,1,1,1,1,1,1,1
269,25.75,505,Badlapur East,1,1,1,1,1,1,1,1
270,27.5,700,Badlapur East,1,1,1,1,1,1,1,1
271,23.99,620,Badlapur West,1,1,0,1,1,1,0,0
272,22.0,670,Badlapur West,1,0,0,0,1,0,0,0
273,21.1,545,Badlapur West,1,1,1,1,0,1,1,0
274,20.77,620,Badlapur West,1,1,1,1,1,1,0,0
275,24.25,690,Badlapur West,1,1,1,1,1,0,1,0
276,24.0,700,Badlapur West,1,1,1,0,0,0,1,0
277,26.5,650,Badlapur West,1,1,0,1,0,0,1,1
278,110.0,440,Bandra East,1,0,0,0,1,0,0,0
279,425.0,1305,Bandra East,2,1,1,1,1,1,1,1
280,600.0,1750,Bandra East,3,1,1,1,1,1,1,1
281,680.0,1500,Bandra East,2,0,1,1,0,0,1,1
282,350.0,1150,Bandra East,2,0,1,1,0,0,1,1
283,304.0,1100,Bandra East,2,0,1,1,0,0,1,1
284,800.0,1980,Bandra East,3,0,1,1,0,0,1,0
285,585.0,1700,Bandra East,3,0,1,1,0,0,1,1
286,1150.0,3000,Bandra East,4,0,1,1,0,0,1,1
287,312.0,838,Bandra East,2,1,1,1,0,1,1,1
288,550.0,2000,Bandra East,3,0,0,1,0,0,0,0
289,300.0,850,Bandra West,2,0,0,0,1,1,0,0
291,725.0,1750,Bandra West,3,1,1,1,1,1,0,0
292,350.0,1000,Bandra West,2,0,0,1,1,1,0,0
293,700.0,1800,Bandra West,3,0,0,1,0,0,0,0
294,257.0,750,Bandra West,2,0,0,0,0,0,0,0
295,257.0,750,Bandra West,2,0,0,1,0,0,0,0
296,200.0,550,Bandra West,1,0,0,1,0,0,0,0
299,600.0,1118,Bandra West,3,1,1,1,0,0,1,1
300,600.0,1200,Bandra West,2,0,0,1,0,0,0,0
301,949.0,2255,Bandra West,3,1,1,1,1,1,1,1
302,524.0,1182,Bandra West,2,1,1,1,1,1,1,1
303,220.0,550,Bandra West,1,0,0,1,0,0,0,0
304,1200.0,2150,Bandra West,4,0,0,1,1,0,0,0
305,135.0,1050,Belapur,2,0,0,1,1,1,1,0
306,180.0,1335,Belapur,2,0,0,1,1,1,1,0
307,190.0,1267,Belapur,3,0,1,1,1,1,1,1
308,650.0,5000,Belapur,5,1,0,0,0,0,0,0
309,140.0,1020,Belapur,2,0,1,1,0,0,1,1
311,155.0,1300,Belapur,2,0,1,1,0,0,1,1
312,115.0,1000,Belapur,2,0,0,1,0,0,0,1
314,255.0,1900,Belapur,3,0,1,1,0,0,1,1
315,254.0,1900,Belapur,3,0,1,1,0,0,1,0
317,159.0,1090,Belapur,2,0,1,1,0,0,1,1
318,175.0,1335,Belapur,2,1,1,1,1,1,1,1
319,250.0,1650,Belapur,3,0,1,1,0,0,1,1
320,130.0,1001,Belapur,2,0,0,1,0,0,1,1
322,140.0,1225,Belapur,2,1,1,1,0,1,1,1
323,250.0,1850,Belapur,3,0,1,1,0,0,1,1
326,55.0,425,Bhandup West,1,0,0,0,0,0,0,0
327,68.0,543,Bhandup West,1,0,1,1,1,1,0,1
328,140.0,800,Bhandup West,2,0,1,1,1,1,1,1
329,90.0,550,Bhandup West,2,0,0,1,1,1,0,0
330,92.0,556,Bhandup West,1,0,0,0,1,0,0,0
331,130.0,775,Bhandup West,1,0,1,1,1,1,1,1
332,215.0,1225,Bhandup West,3,0,1,1,1,1,1,1
333,265.0,1740,Bhandup West,3,0,1,1,0,0,1,1
334,215.0,1264,Bhandup West,3,0,1,1,0,0,0,0
335,309.0,2066,Bhandup West,3,1,1,1,1,1,1,1
336,361.0,2065,Bhandup West,3,1,1,1,1,1,1,1
337,555.99999,3181,Bhandup West,4,1,1,1,1,1,1,1
338,279.0,1865,Bhandup West,3,1,1,0,1,1,0,1
340,300.0,2000,Bhandup West,3,1,1,0,1,1,0,1
343,237.0,1585,Bhandup West,2,1,1,0,1,1,0,1
344,262.0,1750,Bhandup West,3,1,1,0,1,1,0,1
345,221.0,1475,Bhandup West,2,1,1,0,1,1,0,1
346,309.0,2065,Bhandup West,3,1,1,0,1,1,0,1
347,78.0,575,Bhandup West,1,1,1,1,0,0,1,1
348,90.0,650,Bhandup West,1,0,0,1,0,0,0,0
349,26.0,360,Bhayandar East,1,0,0,0,1,0,0,0
350,45.0,560,Bhayandar East,1,0,0,0,0,0,0,0
351,83.2,1040,Bhayandar East,2,1,0,1,0,0,0,0
352,51.6,645,Bhayandar East,1,1,0,1,0,0,0,0
354,55.77,715,Bhayandar East,1,0,0,0,0,0,0,0
355,46.0,675,Bhayandar East,1,0,0,0,0,0,0,0
356,31.0,365,Bhayandar East,1,0,0,0,0,0,0,0
357,63.0,730,Bhayandar East,2,0,0,1,0,0,0,0
358,33.0,450,Bhayandar East,1,1,0,0,0,0,0,0
359,66.0,750,Bhayandar East,2,0,0,1,0,0,0,0
360,51.5,645,Bhayandar East,1,1,0,0,0,0,0,0
361,40.0,568,Bhiwandi,2,1,1,1,1,1,0,0
362,86.0,1227,Bhiwandi,3,1,1,1,1,1,1,1
363,56.0,802,Bhiwandi,2,1,1,1,1,1,1,1
364,90.41,1530,Bhiwandi,3,1,1,1,1,1,1,1
365,91.67,1490,Bhiwandi,3,1,1,1,1,1,1,1
366,78.81,1295,Bhiwandi,2,1,1,1,1,1,1,1
367,56.86,1017,Bhiwandi,2,1,1,1,1,1,1,1
368,40.0,600,Bhiwandi,1,1,1,1,1,1,1,1
369,38.0,657,Bhiwandi,1,1,1,1,0,0,1,1
371,58.0,1021,Bhiwandi,2,1,0,0,0,0,0,0
372,58.0,1021,Bhiwandi,2,1,1,1,0,0,1,1
373,60.0,1080,Bhiwandi,2,0,1,1,1,1,1,1
374,58.0,1080,Bhiwandi,2,0,1,1,1,1,1,1
375,56.0,1080,Bhiwandi,2,0,1,1,1,1,1,1
376,55.0,1080,Bhiwandi,2,0,1,1,1,1,1,1
377,26.0,630,Boisar,2,1,1,1,0,1,1,1
378,24.0,570,Boisar,1,0,0,0,0,0,0,0
382,42.0,1120,Boisar,2,1,1,0,0,0,1,1
388,33.17,990,Boisar,3,1,1,1,1,1,1,1
393,21.78,605,Boisar,1,1,1,1,1,1,1,1
394,21.78,605,Boisar,1,1,1,0,1,1,1,1
395,38.77,1077,Boisar,3,1,1,1,1,1,1,1
396,35.36,1105,Boisar,3,1,1,1,0,0,0,0
399,32.0,785,Boisar,2,1,0,1,0,0,0,0
400,39.2,1120,Boisar,3,1,0,1,0,0,0,0
406,39.0,999,Boisar,2,1,1,1,0,0,1,1
407,25.0,675,Boisar,2,1,1,1,0,1,1,1
408,21.39,620,Boisar,1,0,0,1,0,0,0,0
409,20.5,513,Boisar,1,1,1,1,0,1,1,1
413,33.65999,990,Boisar,3,1,1,0,1,1,1,1
414,20.57,605,Boisar,1,1,1,0,1,1,1,1
415,37.22999,1095,Boisar,3,1,1,0,1,1,1,1
416,39.88,1108,Boisar,3,1,1,0,1,1,1,1
417,33.08,973,Boisar,1,1,1,0,1,1,1,1
418,36.61,1077,Boisar,3,1,1,0,1,1,1,1
424,112.99999,600,Borivali East,1,0,1,1,1,1,1,1
426,110.0,600,Borivali East,1,0,1,1,1,1,0,0
427,225.0,1189,Borivali East,3,0,1,1,1,1,0,0
428,215.0,1080,Borivali East,2,1,1,1,1,1,1,1
430,100.0,600,Borivali East,1,0,1,1,1,1,0,0
431,110.0,600,Borivali East,1,0,1,1,1,1,1,1
432,185.0,1020,Borivali East,2,0,1,1,1,1,1,1
433,110.0,585,Borivali East,1,0,0,1,1,1,0,0
435,100.0,552,Borivali East,1,1,1,1,1,1,0,0
436,155.0,845,Borivali East,2,1,1,1,1,1,1,0
440,140.0,700,Borivali East,2,0,0,0,0,0,0,0
441,451.99999,2800,Borivali East,4,0,0,0,0,0,0,0
442,170.0,950,Borivali East,2,0,0,0,0,0,0,0
443,100.0,600,Borivali East,1,0,1,1,1,1,1,1
445,90.0,560,Borivali East,1,0,1,1,1,1,1,1
446,140.0,800,Borivali East,2,0,0,1,0,0,0,0
447,87.0,600,Borivali East,1,1,1,1,0,1,1,0
448,285.0,1700,Borivali East,3,0,1,1,0,1,0,1
450,399.0,2500,Borivali East,4,1,1,1,0,0,1,1
451,87.0,595,Borivali East,1,0,1,1,1,1,1,1
452,335.0,1785,Borivali West,3,1,1,1,1,1,1,1
453,386.0,2030,Borivali West,3,1,1,1,1,1,1,1
454,220.0,1300,Borivali West,2,1,1,1,1,1,1,1
455,162.99999,900,Borivali West,2,0,0,1,1,1,0,0
456,110.0,670,Borivali West,1,0,0,1,1,1,0,0
458,75.0,495,Borivali West,1,0,0,1,1,0,0,0
459,525.0,2700,Borivali West,5,0,1,1,1,1,1,1
460,159.0,867,Borivali West,2,1,0,1,1,1,0,0
461,99.0,539,Borivali West,1,0,1,1,1,1,1,0
462,110.0,600,Borivali West,1,0,0,1,0,0,0,0
463,105.0,500,Borivali West,1,0,0,0,0,0,0,0
464,185.0,1050,Borivali West,2,1,1,1,0,0,0,0
465,86.0,550,Borivali West,1,0,0,1,0,0,0,0
466,112.0,650,Borivali West,1,1,0,0,0,0,0,0
467,115.0,600,Borivali West,1,0,0,0,0,0,0,0
468,100.0,600,Borivali West,1,0,0,1,0,0,0,0
470,105.0,650,Borivali West,1,0,0,1,0,0,0,0
471,200.0,1000,Borivali West,2,0,0,0,0,0,0,0
472,89.0,600,Borivali West,1,0,0,1,0,0,0,0
474,160.0,750,Borivali West,2,0,1,1,0,0,1,1
475,65.0,360,Borivali West,1,0,0,0,0,0,0,0
476,135.0,742,Borivali West,2,0,0,0,0,0,0,0
477,165.0,756,Borivali West,2,1,1,1,1,1,0,1
478,235.0,1100,Borivali West,3,0,0,1,0,0,0,0
480,275.0,1500,Borivali West,3,1,0,0,0,0,0,0
481,95.0,650,Borivali West,1,0,1,1,1,1,1,1
482,235.0,1100,Borivali West,3,0,0,0,0,0,0,0
483,115.0,650,Borivali West,1,0,0,0,0,0,0,0
484,145.0,710,Borivali West,2,0,0,0,0,0,0,0
485,65.0,400,Borivali West,1,0,0,1,0,0,0,0
486,53.25,325,Borivali West,1,0,0,1,0,0,0,0
487,95.0,635,Borivali West,1,0,1,1,1,1,1,1
489,425.0,2400,Borivali West,3,0,0,1,0,0,0,0
490,137.0,697,Borivali West,2,1,1,1,0,0,1,0
491,225.0,1250,Borivali West,3,0,1,1,0,0,0,0
492,84.0,515,Borivali West,1,0,0,1,0,0,0,0
493,48.5,300,Borivali West,1,0,0,1,0,0,0,0
494,87.0,580,Borivali West,1,0,0,1,0,0,0,0
495,130.0,760,Borivali West,2,0,0,0,0,0,0,0
496,155.0,900,Borivali West,2,0,1,1,1,1,1,1
497,315.0,1600,Borivali West,3,1,0,1,0,0,0,0
499,135.0,650,Borivali West,1,1,0,1,1,0,0,0
500,180.0,950,Borivali West,3,0,0,0,0,0,0,0
501,125.0,570,Borivali West,1,0,0,0,0,0,0,0
502,250.0,1160,Borivali West,3,0,0,0,0,0,0,0
503,75.0,420,Borivali West,1,0,0,0,0,0,0,0
504,95.0,650,Borivali West,1,0,0,0,0,0,0,0
505,160.0,750,Borivali West,2,0,0,0,0,0,0,0
507,95.0,575,Borivali West,1,0,0,1,1,0,0,0
510,127.0,750,Borivali West,2,0,0,1,0,0,0,0
511,88.0,600,Borivali West,1,0,0,1,1,1,0,0
512,95.0,600,Borivali West,1,0,0,1,0,0,0,0
513,110.0,592,Borivali West,1,0,0,1,0,0,0,0
514,69.0,446,Borivali West,1,0,0,0,0,0,0,0
515,69.0,446,Borivali West,1,0,0,1,0,0,0,0
516,110.0,625,Borivali West,1,0,0,0,0,0,0,0
518,80.0,500,Borivali West,1,0,1,1,0,0,0,0
519,62.0,425,Borivali West,1,0,0,0,0,0,0,0
522,91.0,585,Borivali West,1,0,0,0,0,0,0,0
523,100.0,575,Borivali West,1,1,0,1,0,0,0,0
524,98.0,610,Borivali West,1,0,0,0,0,0,0,0
525,87.5,540,Borivali West,1,0,0,0,0,0,0,0
526,100.0,590,Borivali West,1,0,0,1,0,0,0,0
528,95.0,650,Borivali West,1,0,0,1,0,0,0,0
531,100.0,650,Borivali West,1,0,0,1,0,0,0,0
532,140.0,800,Borivali West,2,0,0,1,0,0,0,0
534,140.0,750,Borivali West,2,0,0,0,0,0,0,0
535,90.0,610,Borivali West,1,0,0,1,0,0,0,0
538,225.0,1100,Borivali West,3,0,0,0,0,0,0,0
541,96.0,650,Borivali West,1,0,0,1,0,0,0,0
542,200.0,980,Borivali West,1,0,1,1,0,0,0,1
543,90.0,580,Borivali West,1,0,1,1,0,0,0,1
544,175.0,1122,Borivali West,1,1,0,1,0,0,0,0
546,475.0,2400,Borivali West,4,1,0,1,0,0,0,0
548,96.0,580,Borivali West,1,0,0,0,0,0,0,0
549,96.0,580,Borivali West,1,0,1,1,0,0,0,0
550,156.0,732,Borivali West,2,1,1,1,1,1,0,1
551,84.0,515,Borivali West,1,0,0,1,0,0,0,0
552,137.0,775,Borivali West,2,1,1,1,0,0,0,0
553,167.0,770,Borivali West,2,1,1,1,1,1,0,1
554,115.0,650,Borivali West,1,0,0,1,0,0,0,0
555,108.0,550,Borivali West,1,0,0,1,0,0,0,0
556,89.0,600,Borivali West,1,0,0,1,0,0,0,0
559,85.0,525,Borivali West,1,0,0,0,0,0,0,0
560,95.0,600,Borivali West,1,0,0,0,0,0,0,0
562,95.0,600,Borivali West,1,0,0,1,0,0,0,0
564,94.99,580,Borivali West,1,0,1,1,0,0,1,0
565,110.0,580,Borivali West,1,0,0,1,0,0,0,0
566,170.0,900,Borivali West,2,0,0,1,0,0,0,0
567,250.0,1250,Borivali West,3,0,0,1,0,0,1,0
568,200.0,925,Borivali West,2,0,0,1,0,0,0,0
569,115.0,575,Borivali West,1,0,1,1,0,0,1,0
570,53.0,325,Borivali West,1,0,0,1,0,0,0,0
571,97.0,560,Borivali West,1,0,1,1,0,0,0,1
572,95.0,450,Borivali West,1,0,0,0,0,0,0,0
573,95.0,450,Borivali West,1,0,0,1,0,0,0,0
575,65.0,380,Borivali West,1,0,0,0,0,0,0,0
576,75.0,435,Borivali West,1,0,0,0,0,0,0,0
577,115.0,585,Borivali West,1,0,1,1,1,1,1,1
578,250.0,1250,Borivali West,3,0,0,0,0,0,0,0
579,337.0,1600,Chembur,3,0,0,0,1,1,0,0
580,107.0,715,Chembur,1,0,0,0,1,1,0,0
582,185.0,1000,Chembur,2,0,0,0,1,1,0,0
585,215.0,1200,Chembur,2,1,1,1,1,1,1,1
587,150.0,800,Chembur,2,1,0,1,1,1,0,0
588,130.0,650,Chembur,1,0,1,1,1,1,0,0
590,199.0,1100,Chembur,2,0,1,1,1,1,0,0
592,310.0,1550,Chembur,3,0,1,1,1,1,0,0
593,110.0,585,Chembur,1,0,1,1,1,1,0,0
594,122.0,632,Chembur,1,0,1,1,1,1,0,0
596,205.0,1060,Chembur,2,0,1,1,1,1,0,0
597,325.99999,1600,Chembur,3,0,1,1,1,1,0,0
599,95.0,585,Chembur,1,0,1,1,1,1,0,0
600,92.0,620,Chembur,1,0,1,1,1,1,0,0
601,112.0,725,Chembur,1,0,1,1,1,1,0,0
603,129.0,666,Chembur,1,0,0,0,1,1,0,0
604,115.0,600,Chembur,1,0,0,0,1,1,0,0
605,185.0,1000,Chembur,2,0,0,0,1,1,0,0
607,102.0,695,Chembur,1,0,0,0,1,0,0,0
608,125.0,765,Chembur,1,1,1,1,1,1,1,1
609,140.0,775,Chembur,1,1,1,1,1,1,0,0
611,112.0,700,Chembur,1,1,1,0,1,1,1,1
612,120.0,617,Chembur,1,0,1,1,1,1,1,1
613,150.0,800,Chembur,2,1,1,0,0,1,1,0
614,110.0,600,Chembur,1,0,0,1,1,1,0,0
