,Price,Area,Location,BHK,New/Resale,Gymnasium,Lift Available,Car Parking,24x7 Security,Clubhouse,Swimming Pool
4584,245.0,1300,other,3,0,0,1,1,1,0,0
4585,60.0,650,other,1,1,1,1,1,1,0,1
4588,26.7,630,other,1,1,0,0,0,0,0,0
4589,21.1,495,other,1,1,0,1,1,1,0,0
4590,230.0,1265,other,2,0,1,1,1,1,1,1
4591,37.0,425,other,1,0,0,1,1,1,0,0
4592,20.0,400,other,1,0,0,1,1,1,0,0
4593,22.0,450,other,1,0,0,1,1,1,0,0
4594,20.0,540,other,1,0,0,0,1,1,0,0
4595,24.0,560,other,1,1,0,1,0,0,0,0
4596,63.0,750,other,1,1,0,1,1,1,0,0
4597,76.0,550,other,1,0,0,0,0,1,0,0
4600,21.0,450,other,1,0,1,1,0,1,1,1
4601,35.0,500,other,1,0,1,1,1,1,1,0
4602,21.0,625,other,1,0,1,1,1,1,1,0
4603,32.0,410,other,1,0,0,0,0,0,0,0
4604,235.0,1300,other,2,0,0,0,1,0,0,0
4607,112.99999,750,other,2,0,0,0,1,1,0,0
4608,160.0,890,other,2,0,0,0,1,1,0,0
4610,38.0,675,other,1,0,0,0,1,1,0,0
4612,370.0,1426,other,3,0,1,1,1,1,0,0
4614,115.0,650,other,1,0,1,0,0,1,0,1
4615,220.0,1300,other,3,0,0,1,1,0,0,0
4616,44.0,610,other,1,0,1,1,1,1,1,0
4618,60.0,373,other,1,0,0,1,1,1,0,0
4619,215.0,1050,other,3,0,0,1,1,1,0,0
4620,75.0,650,other,2,0,0,1,1,1,0,0
4621,170.0,815,other,2,0,0,1,1,1,0,0
4622,115.0,650,other,1,0,0,1,1,1,0,0
4623,117.0,550,other,1,0,0,1,1,1,0,0
4624,75.0,550,other,1,0,0,1,1,1,0,0
4625,70.0,400,other,1,0,0,1,1,1,0,0
4626,85.0,450,other,1,0,0,1,1,1,0,0
4627,117.0,480,other,1,0,0,1,1,1,0,0
4628,44.0,305,other,1,0,0,1,1,1,0,0
4629,115.0,441,other,2,0,0,1,1,1,0,0
4630,88.0,500,other,1,0,0,1,1,1,0,0
4631,90.0,350,other,1,0,0,1,1,1,0,0
4632,85.0,380,other,1,0,0,1,1,1,0,0
4634,105.0,625,other,1,0,1,1,1,1,0,0
4635,115.0,650,other,1,0,1,1,1,1,0,0
4639,43.0,685,other,1,0,1,1,1,1,1,0
4640,245.0,1300,other,3,0,0,1,1,1,0,0
4641,250.0,1350,other,2,0,0,1,1,1,0,0
4642,105.0,780,other,1,0,0,1,1,1,0,0
4643,172.0,1100,other,2,0,0,1,1,1,0,0
4644,210.0,1050,other,2,0,0,1,1,1,0,0
4645,235.0,1100,other,3,0,0,1,1,1,0,0
4646,48.0,695,other,1,0,0,1,1,1,0,0
4647,145.0,950,other,2,0,1,0,1,1,0,0
4648,120.0,950,other,2,0,1,1,1,1,0,0
4649,65.0,675,other,1,0,0,0,0,1,0,0
4650,53.0,560,other,1,0,0,0,0,1,0,0
4651,111.0,550,other,1,0,1,0,1,1,0,0
4652,33.0,530,other,1,0,1,1,1,1,0,0
4654,28.0,525,other,1,0,1,1,1,1,0,0
4655,30.0,500,other,1,0,1,0,1,1,0,0
4656,51.0,383,other,1,0,0,0,1,1,0,0
4657,73.0,640,other,2,0,0,1,1,1,0,0
4660,530.0,1900,other,4,0,0,1,1,1,0,0
4662,205.0,1155,other,3,1,1,1,1,1,1,1
4663,145.0,829,other,2,1,1,1,1,1,1,1
4664,325.0,1100,other,2,0,0,1,1,1,0,0
4665,197.0,880,other,2,0,0,1,1,1,0,0
4666,21.05,495,other,1,1,0,1,0,1,0,0
4667,115.0,800,other,1,0,0,1,1,1,0,0
4668,265.0,1100,other,3,0,0,1,1,1,1,0
4669,185.0,1242,other,3,0,0,1,1,1,0,1
4670,23.5,625,other,1,1,0,1,0,0,0,0
4671,105.0,680,other,1,1,0,1,0,1,0,0
4672,250.0,2500,other,7,0,0,1,1,0,0,0
4673,500.0,1800,other,3,0,0,1,1,0,0,0
4678,33.0,620,other,1,0,0,0,0,0,0,0
4684,40.0,620,other,1,0,0,1,1,1,0,0
4692,145.0,1109,other,3,0,1,1,1,1,0,1
4693,115.0,1065,other,2,0,1,1,1,1,1,1
4694,185.0,1130,other,3,0,0,1,1,1,0,0
4695,285.0,1735,other,3,0,0,1,1,1,0,0
4696,115.0,1065,other,2,0,0,1,1,1,0,0
4697,285.0,1495,other,3,0,0,1,1,1,0,0
4698,100.0,650,other,1,1,1,1,1,1,0,0
4701,45.0,550,other,1,0,1,0,1,1,0,1
4702,65.0,500,other,1,0,0,0,0,1,0,0
4703,51.0,427,other,1,0,1,1,1,1,1,1
4704,180.0,1050,other,2,1,0,1,1,1,0,0
4708,36.0,690,other,1,0,0,1,1,1,0,0
4710,28.0,482,other,1,0,1,1,1,1,1,1
4712,45.0,555,other,1,0,1,1,1,1,1,0
4713,38.5,650,other,1,0,1,1,1,1,0,0
4715,190.0,1503,other,3,0,0,0,1,1,0,1
4717,53.0,545,other,1,0,0,0,0,1,0,0
4718,75.75,550,other,1,0,0,1,1,1,0,0
4719,78.0,545,other,1,0,0,1,1,1,0,0
4721,200.0,1500,other,3,0,0,1,1,0,0,1
4722,135.0,1200,other,2,0,0,1,1,0,0,1
4723,195.0,1400,other,3,0,1,1,1,0,0,1
4724,170.0,670,other,1,0,0,1,1,1,0,0
4725,394.0,2080,other,3,0,1,1,1,1,0,0
4727,78.0,600,other,1,0,1,1,1,1,0,0
4728,160.0,650,other,1,0,1,1,1,1,0,0
4729,275.0,1250,other,3,0,1,1,1,1,0,0
4730,215.0,1010,other,2,0,0,1,1,1,0,0
4731,205.0,1000,other,2,0,1,1,1,1,0,0
4732,210.0,1130,other,2,0,1,1,1,1,0,0
4733,128.0,700,other,1,0,1,1,1,1,0,0
4734,120.0,700,other,1,0,1,1,1,1,0,0
4735,140.0,700,other,1,0,1,1,1,1,0,0
4736,210.0,1135,other,2,0,1,1,1,1,0,0
4737,200.0,1400,other,3,0,1,1,1,0,0,1
4738,115.0,960,other,2,0,1,0,0,0,0,1
4739,40.0,625,other,1,0,0,0,1,1,0,0
4740,110.0,585,other,1,0,0,1,1,1,0,0
4741,40.5,675,other,1,1,0,0,0,0,0,0
4744,230.0,1680,other,2,0,0,1,1,1,0,0
4746,36.0,600,other,1,0,0,1,1,1,0,0
4747,64.97,600,other,1,0,0,1,1,1,0,0
4750,64.98,570,other,1,0,0,1,1,1,0,0
4753,190.0,764,other,2,0,0,1,1,1,0,0
4754,222.0,995,other,3,0,0,1,1,1,0,0
4755,85.0,405,other,1,0,0,1,1,1,0,0
4756,105.0,400,other,1,0,0,1,1,1,0,0
4758,42.5,560,other,1,0,1,1,0,1,1,1
4759,130.0,550,other,1,0,0,0,1,1,0,0
4760,650.0,2250,other,4,1,1,1,1,1,0,1
4761,128.0,750,other,2,0,0,1,1,1,0,0
4764,132.0,1120,other,2,0,0,1,1,1,0,0
4765,95.0,826,other,2,0,0,1,1,1,0,0
4766,42.0,650,other,1,0,0,0,1,1,0,0
4767,189.0,1225,other,2,0,0,1,1,1,0,0
4768,76.0,560,other,1,0,0,1,1,1,0,1
4771,135.0,1250,other,2,0,0,0,1,0,0,0
4772,128.0,1100,other,2,0,0,0,1,0,0,0
4775,140.0,1014,other,2,0,0,1,1,1,0,0
4777,105.0,760,other,1,1,1,1,1,1,1,0
4779,190.0,1411,other,1,0,1,1,1,1,0,1
4780,155.0,1000,other,2,0,0,1,1,1,0,0
4782,25.0,690,other,1,1,0,0,0,0,0,0
4783,501.0,2800,other,4,0,0,0,1,0,0,0
4784,325.0,2000,other,3,0,0,0,1,0,0,0
4785,140.0,650,other,1,0,0,1,1,1,1,0
4786,45.0,450,other,1,1,1,1,1,1,1,1
4788,45.0,600,other,1,0,0,1,0,0,0,0
4789,109.0,500,other,1,1,0,1,0,0,0,0
4790,155.0,610,other,1,0,0,0,0,0,0,0
4791,155.0,610,other,1,0,0,1,0,0,0,0
4792,350.0,1405,other,3,0,1,1,1,0,0,0
4793,200.0,1095,other,2,0,0,0,0,0,0,0
4794,39.51,650,other,1,0,0,1,0,0,0,0
4798,170.0,775,other,2,1,1,1,0,0,1,1
4799,110.0,750,other,1,0,0,1,0,0,0,0
4800,274.0,1552,other,4,1,1,1,1,1,1,1
4801,65.0,450,other,1,0,0,0,0,0,0,0
4802,20.0,610,other,1,1,0,1,0,0,1,0
4803,35.0,650,other,1,0,0,1,1,0,1,1
4804,87.0,585,other,1,0,0,0,0,0,0,0
4805,100.0,600,other,1,0,0,0,0,0,0,0
4806,239.0,1042,other,2,1,1,1,1,1,1,1
4807,28.0,550,other,1,0,0,0,0,0,0,0
4808,53.0,300,other,1,0,0,0,0,0,0,0
4809,22.0,650,other,1,0,1,1,0,0,1,1
4810,260.0,955,other,2,1,1,1,0,0,1,1
4811,145.0,750,other,1,1,1,1,1,1,0,1
4812,23.0,450,other,1,0,1,1,0,0,1,0
4813,148.0,800,other,1,1,1,1,0,0,1,1
4814,40.0,550,other,1,1,1,1,1,1,1,1
4816,63.5,730,other,1,0,0,1,0,1,0,0
4817,119.0,500,other,1,1,1,1,0,0,1,1
4818,20.0,390,other,1,0,0,0,0,0,0,0
4819,240.0,955,other,2,0,1,1,0,0,1,1
4820,152.0,513,other,1,0,1,1,0,0,1,1
4821,46.0,680,other,1,0,0,1,0,0,0,0
4822,165.0,1100,other,2,0,0,1,0,0,0,0
4823,20.0,640,other,1,0,0,0,0,0,0,0
4824,21.0,671,other,1,1,0,0,0,0,0,0
4825,20.75,661,other,1,1,0,0,0,0,0,0
4826,20.0,630,other,1,1,0,0,0,0,0,0
4828,33.0,693,other,1,0,0,0,0,0,0,0
4829,169.0,723,other,2,1,1,1,0,0,1,1
4832,25.15,602,other,1,1,1,1,0,0,0,1
4834,22.5,432,other,1,0,0,1,0,0,0,0
4837,45.54,550,other,1,1,1,1,1,1,1,1
4838,136.0,1050,other,1,0,1,1,1,1,1,1
4839,26.0,690,other,1,0,0,0,0,0,0,0
4840,24.0,425,other,1,0,0,1,1,1,0,0
4841,98.0,873,other,2,0,0,0,0,0,0,0
4842,28.5,575,other,1,0,0,1,0,0,0,0
4843,260.0,1050,other,2,0,0,1,0,0,0,0
4844,260.0,1125,other,2,0,0,0,0,0,0,0
4845,260.0,1125,other,2,0,0,1,0,0,0,0
4846,29.0,570,other,1,0,0,0,0,0,0,0
4848,137.99999,870,other,2,0,0,1,0,0,0,0
4849,198.0,926,other,2,1,0,1,0,0,0,0
4851,26.0,385,other,1,0,0,0,0,0,0,0
4852,120.0,750,other,2,0,0,0,0,0,0,0
4853,120.0,750,other,2,0,0,1,0,0,0,0
4854,46.99,710,other,1,0,0,1,0,0,0,0
4855,138.99999,1200,other,2,0,0,1,0,0,1,0
4856,45.0,325,other,1,0,0,0,0,0,0,0
4857,42.6,695,other,1,1,0,1,0,0,0,0
4858,24.65,700,other,1,1,0,0,0,0,0,0
4859,24.85,700,other,1,1,0,0,0,0,0,0
4860,58.0,1060,taloja panchanand,2,0,0,1,1,1,0,1
4861,58.0,1025,taloja panchanand,2,0,0,1,1,1,0,1
4862,35.0,670,taloja panchanand,1,0,0,1,1,1,0,0
4863,35.0,670,taloja panchanand,1,0,1,1,1,1,1,1
4864,56.0,1050,taloja panchanand,2,0,0,0,1,1,0,0
4865,475.0,1509,vile parle west,3,1,0,1,0,0,0,0
4866,335.0,1073,vile parle west,2,1,0,1,0,0,0,0
4867,580.0,1735,vile parle west,3,1,0,0,0,0,0,0
4868,275.0,840,vile parle west,2,0,0,1,0,0,0,0
